Comprobante;Edificio_ID;Nro_Medidor;Medida;Consumo (comprobante);Fecha pago;Importe;Servicio_ID;SEDE_ID
FC.B: 00045-01052619;21;34213500037;kw ;27862.89;44971;382735.61;2;1
FC.B: 80001-53082864;21;8336/0-1308-0017260/0;m3 ;284.55;44973;2486.81;3;1
FC.B: 80001-53060485;19;8500/0-09-06-0030831/1;m3 ;0;44973;1009.05;3;1
FC.B: 80001-53060479;19;8500/0-09-06-0030825/6;m3 ;32.21;44973;1185.01;3;1
FC.B: 80001-53060478;19;8500/0-09-06-0030824/4;m3 ;21.48;44973;1127.48;3;1
FC.B: 80001-53060599;20;8500/0-13-09-0035488/8;m3 ;0;44973;1254.19;3;1
FACT: 00001-06202952;19;01-000555-000-01;m3 ;0;44992;3189.25;7;1
FC.B: 00001-06202952;19;01-000555-000-01;m3 ;0;44971;3189.26;7;1
FACT: 00001-06202664;20;01-000041-000-01;m3 ;27.83;44992;1595.09;7;1
FC.B: 00001-06202664;20;01-000041-000-01;m3 ;27.83;44971;1595.1;7;1
FC.B: 80001-53060484;19;8500/0-09-06-0030830/0;m3 ;26.84;44973;1153.66;3;1
FC.B: 80001-53060483;19;8500/0-09-06-0030829/3;m3 ;32.21;44973;1178.2;3;1
FC.B: 80001-53060482;19;8500/0-09-06-0030828/1;m3 ;34.89;44973;1196.67;3;1
FC.B: 80001-53060481;19;8500/0-09-06-0030827/0;m3 ;29.53;44973;1168.54;3;1
FC.B: 80001-53060480;19;8500/0-09-06-0030826/8;m3 ;32.21;44973;1180.6;3;1
FACT: 00001-06213896;13;01-015175-000-00;m3 ;363.06;44992;33137.97;7;2
FC.B: 00001-06213896;13;01-015175-000-00;m3 ;363.06;44971;33138;7;2
FACT: 00001-06196126;12;01-001690-000-00;m3 ;422.51;44992;44487.38;7;2
FC.B: 00001-06196126;12;01-001690-000-00;m3 ;422.51;44971;44487.39;7;2
FC.B: 00048-01429017;13;54213500027;kw ;19427.87;44971;415059.61;2;2
FC.B: 00006-10087275;24;67886;kw ;456.67;44981;6336.94;4;4
FC.B: 00006-10034800;24;67886;kw ;456.67;44981;13244.94;4;4
FC.B: 80001-53060545;12;8500/0-9706-00188971;m3 ;61.76;44973;1430.05;3;2
FC.B: 80001-53060542;12;8500/0-0311-00248514;m3 ;144.99;44973;1802.29;3;2
FC.B: 80001-53067523;27;8400/0-1107-0048931/0;m3 ;112.38;44973;1549.25;3;4
FC.B: 80001-53067518;27;8400/0-1107-0048932/1;m3 ;22.47;44973;1109.51;3;4
FC.B: 80001-53067536;27;8400/0-1905-0062792/0;m3 ;19.96;44973;1002.81;3;4
FC.B: 80001-53067537;27;8400/0-1905-0062793/1;m3 ;19.96;44973;1124.88;3;4
FC.B: 80001-53067535;27;8400/0-1905-0062795/5;m3 ;24.97;44973;1122.32;3;4
FC.B: 80001-53067534;27;8400/0-1905-0062796/7;m3 ;22.47;44973;1118.8;3;4
FC.B: 80001-53067531;27;8400/0-1703-0057812/7;m3 ;19.96;44973;1116.66;3;4
FC.B: 80001-53067532;27;8400/0-1703-0057820/6;m3 ;29.96;44973;1145.53;3;4
FC.B: 80001-53067533;27;8400/0-1703-0057821/8;m3 ;24.84;44973;1136.65;3;4
FC.B: 80001-53067538;27;8400/0-1703-0057822/0;m3 ;22.47;44973;1124.02;3;4
FC.B: 80001-53067524;27;8400/0-1107-0048933/3;m3 ;27.45;44973;1141.21;3;4
FC.B: 80001-53067525;27;8400/0-1107-0048934/5;m3 ;37.44;44973;1187.17;3;4
FC.B: 80001-53067519;27;8400/0-1107-0048935/7;m3 ;24.97;44973;1121.24;3;4
FC.B: 80001-53067520;27;8400/0-1107-0048936/9;m3 ;22.47;44973;1112.8;3;4
FC.B: 80001-53067526;27;8400/0-1107-0048940/0;m3 ;22.47;44973;1122.07;3;4
FC.B: 80001-53067527;27;8400/0-1107-0048937/1;m3 ;52.45;44973;1261.99;3;4
FC.B: 80001-53067521;27;8400/0-1107-0048938/2;m3 ;54.93;44973;1275.77;3;4
FC.B: 80001-53067515;27;8400/0-1107-0048939/4;m3 ;22.47;44973;1118.66;3;4
FC.B: 80001-53067528;27;8400/0-1107-0048941/2;m3 ;24.97;44973;1138.66;3;4
FC.B: 80001-53067529;27;8400/0-1107-0048942/4;m3 ;0;44973;1002.54;3;4
FC.B: 80001-53067522;27;8400/0-1107-0048943/6;m3 ;67.42;44973;1339.56;3;4
FC.B: 80001-53067530;27;8400/0-1107-0048944/8;m3 ;0;44973;1002.54;3;4
FC.B: 80001-02386079;14;8430/0-02-06-0002739/8;m3 ;145.73;44973;1791.37;3;4
FC.B: 80001-53068779;29;8430/0-1003-0005057/1;m3 ;58.8;44973;1348.35;3;4
FC.B: 80001-53067477;26;8400/0-9406-0002605/8;m3 ;34.94;44973;1193.53;3;4
FC.B: 00006-10062212;22;1020;kw ;249.21;44971;2825.76;4;4
FC.B: 00006-10009975;22;1020;kw ;249.21;44971;9056.82;4;4
FC.B: 80001-53067596;25;8400/0-0904-0043915/2;m3 ;237.26;44973;2204.04;3;4
FC.B: 80001-53067602;24;8400/0-0607-0038324/5;m3 ;162.32;44973;2158.93;3;4
FC.B: 80001-53067476;26;8400/0-9406-0002606/0;m3 ;149.85;44973;1772.27;3;4
FC.B: 00006-10067071;26;12641;kw ;968.99;44971;22470.45;4;4
FC.B: 00006-10014796;26;12641;kw ;968.99;44971;25883.89;4;4
FC.B: 00006-10091020;23;77572;kw ;13086.43;44971;84494.39;4;4
FC.B: 00006-10038494;23;77572;kw ;13086.43;44971;299863.19;4;4
FC.B: 00006-10092905;25;82013;kw ;842.49;44981;3273.92;4;4
FC.B: 00006-10040358;25;82013;kw ;842.49;44981;22895;4;4
FC.B: 00006-10096131;27;86982;kw ;14184.45;44971;130939.81;4;4
FC.B: 00006-10043525;27;86982;kw ;14184.45;44971;150218.54;4;4
FC.B: 00006-10087841;28;69348;kw ;121.44;44971;9229.76;4;4
FC.B: 00006-10035358;28;69348;kw ;121.44;44971;6048.8;4;4
FACT: 00057-00517683;14;43550040001;kw ;798.22;44994;10398.29;2;4
FC.B: 00057-00517683;14;43550040001;kw ;798.22;44971;10398.29;2;4
FC.B: 00057-00514867;29;64213500041;kw ;0;44971;1947.61;2;4
FACT: 00057-00514867;29;64213500041;kw ;0;44987;1947.61;2;4
FC.B: 00057-00514865;29;24213500010;kw ;4402.2;44971;53864.29;2;4
FACT: 00057-00514865;29;24213500010;kw ;4402.2;44987;53864.29;2;4
FC.B: 00057-00514866;29;14213500035;kw ;0;44971;1944.18;2;4
FACT: 00057-00514866;29;14213500035;kw ;0;44987;1944.18;2;4
FC.B: 00057-00521632;29;74213500042;kw ;309.93;44981;5728.01;2;4
FACT: 00057-00521632;29;74213500042;kw ;309.93;45005;5728.01;2;4
FACT: 00047-06836043;23;47-005286-000-01;m3 ;506;45035;28555.13;7;4
FC.B: 00047-06836043;23;47-005286-000-01;m3 ;506;44992;28555.14;7;4
FACT: 00047-06884051;26;47-005029-000-01;m3 ;0;45035;16574.58;7;4
FC.B: 00047-06884051;26;47-005029-000-01;m3 ;0;44992;16574.58;7;4
FC.B: 00033-01302373;29;33-010803-001-00;m3 ;326.37;44992;28434.93;7;4
FACT: 00047-06832896;25;47-000042-005-01;m3 ;58.19;45035;2602.04;7;4
FC.B: 00047-06832896;25;47-000042-005-01;m3 ;58.19;44992;2602.07;7;4
FACT: 00047-06816617;24;47-000444-001-00;m3 ;30.36;45035;907.8;7;4
FC.B: 00047-06816617;24;47-000444-001-00;m3 ;30.36;44992;907.82;7;4
FACT: 00033-01297393;14;33-043912-000-00;m3 ;1.27;45035;1634.04;7;4
FC.B: 00033-01297393;14;33-043912-000-00;m3 ;1.27;44992;1634.07;7;4
FC.B: 00006-10099531;27;91884;kw ;0;44981;2160;4;4
FC.B: 00006-10046870;27;91884;kw ;0;44981;4017.7;4;4
FACT: 80001-02385089;23;8400/0-1008-0046871/3;m3 ;3386.76;44973;18613.08;3;4
FC.B: 80001-53068765;18;8430/0-1711-0007938/4;m3 ;0;44973;1015.95;3;4
FC.B: 80001-53068794;30;8430/0-1711-0007945/1;m3 ;0;44973;1010.98;3;4
FC.B: 80001-53067511;27;8400/0-1107-0048924/2;m3 ;19.96;44973;1113.15;3;4
FC.B: 80001-53067512;27;8400/0-1107-0048926/6;m3 ;19.96;44973;1120.5;3;4
FC.B: 80001-53067516;27;8400/0-1107-0048927/8;m3 ;22.47;44973;1139.09;3;4
FC.B: 80001-53067517;27;8400/0-1107-0048928/0;m3 ;17.46;44973;1094.19;3;4
FC.B: 80001-53067513;27;8400/0-1107-0048929/1;m3 ;0;44973;1002.73;3;4
FC.B: 80001-53067514;27;8400/0-1107-0048930/8;m3 ;19.96;44973;1098;3;4
FC.B: 80001-53082260;4;8332/0-1312-00433673;m3 ;0;44973;979.81;3;3
FC.B: 80001-53082257;4;8332/0-1312-00433648;m3 ;82.73;44973;1392.66;3;3
FC.B: 80001-53082314;2;8332/0-0905-00364852;m3 ;42.68;44973;1196.82;3;3
FC.B: 80001-53082881;7;8336/0-1003-00147184;m3 ;93.94;44973;1477.49;3;3
FC.B: 80001-02394207;6;8336/0-0904-00141582;m3 ;112.74;44973;1629.12;3;3
FC.B: 80001-53083140;8;8360/0-1411-00058816;m3 ;220.74;44973;2084.17;3;3
FC.B: 80001-53060670;13;8500/0-1305-00351409;m3 ;82.93;44973;1511.73;3;2
FC.B: 80001-53082259;4;8332/0-1312-00433685;m3 ;0;44973;990.74;3;3
FACT: 00033-01302373;10;40-906250-003-00;m3 ;326.37;45035;28434.9;7;3
FACT: 00004-01340034;10;40-906250-003-00;m3 ;328.9;45035;15945.81;7;3
FC.B: 00004-01340034;10;40-906250-003-00;m3 ;328.9;44992;15945.81;7;3
FACT: 00020-02067123;9;20-008273-000-00;m3 ;632.5;45035;62439.61;7;3
FC.B: 00020-02067123;9;20-008273-000-00;m3 ;632.5;44992;62439.63;7;3
FACT: 00018-07112086;2;19-000280-001-00;m3 ;180.9;44992;12740.56;7;3
FC.C: 00018-07112086;2;19-000280-001-00;m3 ;180.9;44971;12740.58;7;3
FACT: 00018-07116907;1;19-020001-000-00;m3 ;197.34;44992;16032.22;7;3
FC.C: 00018-07116907;1;19-020001-000-00;m3 ;197.34;44971;16032.25;7;3
FACT: 00046-00737814;10;44213500012;kw ;1006.94;44994;23412.12;2;3
FC.B: 00046-00737814;10;44213500012;kw ;1006.94;44971;23412.12;2;3
FC.B: 00046-00739311;8;54213500040;kw ;15258.43;44971;421290.56;2;3
FC.B: 00043-00506773;9;74213500029;kw ;24300.65;44973;410529.86;2;3
FC.B: 00044-02169586;4;14213500045;kw ;10737.32;44971;137635.86;2;3
FC.B: 00044-02169585;1;54213500039;kw ;19574.61;44971;523025.12;2;3
FC.B: 80001-53082258;4;8332/0-1312-00433594;m3 ;106.77;44973;1518.89;3;3
FC.B: 00065-00000398;21;34213500037;kw ;29163.31;45342;1080502.63;2;1
FC.B: 80001-62087855;21;8336/0-1308-0017260/0;m3 ;317.84;45342;3734.14;3;1
FC.B: 80001-62076012;19;8500/0-09-06-0030831/1;m3 ;0;45342;1573.49;3;1
FC.B: 80001-62076006;19;8500/0-09-06-0030825/6;m3 ;45.82;45342;1924.22;3;1
FC.B: 80001-62076005;19;8500/0-09-06-0030824/4;m3 ;21.56;45342;1762.45;3;1
FC.B: 80001-62076115;20;8500/0-13-09-0035488/8;m3 ;2.68;45342;1949.62;3;1
FC.B: 80001-62076011;19;8500/0-09-06-0030830/0;m3 ;32.33;45342;1822.15;3;1
FC.B: 80001-62076010;19;8500/0-09-06-0030829/3;m3 ;32.33;45342;1826.13;3;1
FC.B: 80001-62076009;19;8500/0-09-06-0030828/1;m3 ;32.33;45342;1851.05;3;1
FC.B: 80001-62076008;19;8500/0-09-06-0030827/0;m3 ;29.65;45342;1805.73;3;1
FC.B: 80001-62076007;19;8500/0-09-06-0030826/8;m3 ;29.65;45342;1817.99;3;1
FC.B: 00068-00001153;13;54213500027;kw ;28720.56;45342;1345446.41;2;2
FC.B: 00006-11369785;24;67886;kw ;507.27;45350;29928.02;4;4
FC.B: 00006-11316203;24;67886;kw ;507.27;45350;35854.39;4;4
FC.B: 80001-62076067;12;8500/0-9706-00188971;m3 ;78.18;45342;2435.53;3;2
FC.B: 80001-62076064;12;8500/0-0311-00248514;m3 ;183.32;45342;3057.77;3;2
FC.B: 80001-62090831;27;8400/0-1107-0048931/0;m3 ;17.38;45342;1706.13;3;4
FC.B: 80001-62090826;27;8400/0-1107-0048932/1;m3 ;17.38;45342;1709.76;3;4
FC.B: 80001-62090844;27;8400/0-1905-0062792/0;m3 ;24.82;45342;1743.16;3;4
FC.B: 80001-62090845;27;8400/0-1905-0062793/1;m3 ;17.38;45342;1703.27;3;4
FC.B: 80001-62090843;27;8400/0-1905-0062795/5;m3 ;0;45342;1577.87;3;4
FC.B: 80001-62090842;27;8400/0-1905-0062796/7;m3 ;17.38;45342;1695.05;3;4
FC.B: 80001-62090839;27;8400/0-1703-0057812/7;m3 ;17.38;45342;1714.32;3;4
FC.B: 80001-62090840;27;8400/0-1703-0057820/6;m3 ;17.38;45342;1711.18;3;4
FC.B: 80001-62090841;27;8400/0-1703-0057821/8;m3 ;0;45342;1568.09;3;4
FC.B: 80001-62090846;27;8400/0-1703-0057822/0;m3 ;19.86;45342;1726.35;3;4
FC.B: 80001-62090832;27;8400/0-1107-0048933/3;m3 ;22.34;45342;1717.36;3;4
FC.B: 80001-62090833;27;8400/0-1107-0048934/5;m3 ;14.88;45342;1680.35;3;4
FC.B: 80001-62090827;27;8400/0-1107-0048935/7;m3 ;27.3;45342;1757.75;3;4
FC.B: 80001-62090828;27;8400/0-1107-0048936/9;m3 ;17.38;45342;1694.91;3;4
FC.B: 80001-62090834;27;8400/0-1107-0048940/0;m3 ;17.38;45342;1700.99;3;4
FC.B: 80001-62090835;27;8400/0-1107-0048937/1;m3 ;17.38;45342;1699.05;3;4
FC.B: 80001-62090829;27;8400/0-1107-0048938/2;m3 ;19.86;45342;1716.82;3;4
FC.B: 80001-62090823;27;8400/0-1107-0048939/4;m3 ;17.38;45342;1701.77;3;4
FC.B: 80001-62090836;27;8400/0-1107-0048941/2;m3 ;19.86;45342;1747.16;3;4
FC.B: 80001-62090837;27;8400/0-1107-0048942/4;m3 ;0;45342;1568.12;3;4
FC.B: 80001-62090830;27;8400/0-1107-0048943/6;m3 ;47.18;45342;1917.04;3;4
FC.B: 80001-62090838;27;8400/0-1107-0048944/8;m3 ;0;45342;1567.9;3;4
FC.B: 80001-02806208;14;8430/0-02-06-0002739/8;m3 ;96.34;45342;2358.72;3;4
FC.B: 80001-62092358;29;8430/0-1003-0005057/1;m3 ;130.19;45342;2587.45;3;4
FC.B: 80001-62090776;26;8400/0-9406-0002605/8;m3 ;176.32;45342;2728.71;3;4
FC.B: 00006-11345346;22;1020;kw ;134.09;45342;11200.9;4;4
FC.B: 00006-11292256;22;1020;kw ;134.09;45342;19325.82;4;4
FC.B: 80001-62090907;25;8400/0-0904-0043915/2;m3 ;52.14;45342;2081.59;3;4
FC.B: 80001-62090912;24;8400/0-0607-0038324/5;m3 ;250.85;45342;3876.92;3;4
FC.B: 80001-62090775;26;8400/0-9406-0002606/0;m3 ;0;45342;1753.08;3;4
FC.B: 00006-11350118;26;12641;kw ;1124.59;45342;91576.68;4;4
FC.B: 00006-11296884;26;12641;kw ;1124.59;45342;73444.14;4;4
FC.B: 00006-11373440;23;77572;kw ;12159.18;45342;340522.34;4;4
FC.B: 00006-11319781;23;77572;kw ;12159.18;45342;1087932;4;4
FC.B: 00006-11375278;25;82013;kw ;852.61;45350;9703.59;4;4
FC.B: 00006-04321583;25;82013;kw ;852.61;45350;59762.91;4;4
FC.B: 00006-11378394;27;86982;kw ;10286.98;45342;530351.61;4;4
FC.B: 00006-11324637;27;86982;kw ;10286.98;45342;483262.65;4;4
FC.B: 00006-11370352;28;69348;kw ;655.27;45342;36394.76;4;4
FC.B: 00006-11316759;28;69348;kw ;655.27;45342;60548.62;4;4
FC.B: 00047-07664136;23;47-005286-000-01;m3 ;91.08;45369;19943.01;7;4
FACT: 00047-07664136;23;47-005286-000-01;m3 ;91.08;45387;19942.98;7;4
FC.B: 00047-07607577;26;47-005029-000-01;m3 ;0;45369;85465.76;7;4
FACT: 00047-07607577;26;47-005029-000-01;m3 ;0;45387;85465.75;7;4
FC.B: 00033-01465270;29;33-010803-001-00;m3 ;311.19;45369;146766.54;7;4
FACT: 00033-01465270;29;33-010803-001-00;m3 ;311.19;45387;146766.52;7;4
FC.B: 00047-07660968;25;47-000042-005-01;m3 ;29.1;45369;9805.01;7;4
FACT: 00047-07660968;25;47-000042-005-01;m3 ;29.1;45387;9804.99;7;4
FC.B: 00047-07644821;24;47-000444-001-00;m3 ;6.33;45369;4681.08;7;4
FACT: 00047-07644821;24;47-000444-001-00;m3 ;6.33;45387;4681.06;7;4
FC.B: 00033-01460293;14;33-043912-000-00;m3 ;1.27;45369;8425.92;7;4
FACT: 00033-01460293;14;33-043912-000-00;m3 ;1.27;45387;8425.91;7;4
FC.B: 00006-11381645;27;91884;kw ;301.07;45350;8325.7;4;4
FC.B: 00006-11327839;27;91884;kw ;301.07;45350;24262.69;4;4
FC.B: 80001-02804943;23;8400/0-1008-0046871/3;m3 ;2592.92;45342;20289.99;3;4
FC.B: 80001-62092381;18;8430/0-1711-0007938/4;m3 ;5.19;45342;1620.75;3;4
FC.B: 80001-62092380;30;8430/0-1711-0007945/1;m3 ;0;45342;1571.05;3;4
FC.B: 80001-62090819;27;8400/0-1107-0048924/2;m3 ;4.96;45342;1626.04;3;4
FC.B: 80001-62090820;27;8400/0-1107-0048926/6;m3 ;69.52;45342;2057.9;3;4
FC.B: 80001-62090824;27;8400/0-1107-0048927/8;m3 ;17.38;45342;1713.92;3;4
FC.B: 80001-62090825;27;8400/0-1107-0048928/0;m3 ;17.38;45342;1715.84;3;4
FC.B: 80001-62090821;27;8400/0-1107-0048929/1;m3 ;0;45342;1567.87;3;4
FC.B: 80001-62090822;27;8400/0-1107-0048930/8;m3 ;17.38;45342;1704.28;3;4
FC.B: 00033-01472824;29;33-01080300200;m3 ;0;45369;16846.79;7;4
FACT: 00033-01472824;29;33-01080300200;m3 ;0;45387;16846.75;7;4
FC.B: 80001-62087227;4;8332/0-1312-00433673;m3 ;80.33;45342;2131.88;3;3
FC.B: 80001-62087224;4;8332/0-1312-00433648;m3 ;64.26;45342;1963.83;3;3
FC.B: 80001-62087281;2;8332/0-0905-00364852;m3 ;40.15;45342;1858.39;3;3
FC.B: 80001-62087872;7;8336/0-1003-00147184;m3 ;53.86;45342;1919.71;3;3
FC.B: 80001-62082194;6;8336/0-0904-00141582;m3 ;8.07;45342;1711.01;3;3
FC.B: 80001-62088125;8;8360/0-1411-00058816;m3 ;223.27;45342;3041.88;3;3
FC.B: 80001-62076181;13;8500/0-1305-00351409;m3 ;3.06;45342;1655.21;3;2
FC.B: 80001-62087226;4;8332/0-1312-00433685;m3 ;48.2;45342;1863.19;3;3
FC.B: 00004-01523758;10;40-906250-003-00;m3 ;335.23;45369;84139.52;7;3
FACT: 00004-01523758;10;40-906250-003-00;m3 ;335.23;45387;84139.52;7;3
FC.B: 00020-02274053;9;20-008273-000-00;m3 ;1010.74;45369;528204.66;7;3
FACT: 00020-02274053;9;20-008273-000-00;m3 ;1010.74;45387;528204.65;7;3
FACT: 00046-00830679;10;44213500012;kw ;1156.21;45342;55151.42;2;3
FC.B: 00046-00830679;10;44213500012;kw ;1156.21;45369;55151.42;2;3
FC.B: 00066-00000249;8;54213500040;kw ;28419.49;45342;1600351.51;2;3
FC.B: 00063-00000174;9;74213500029;kw ;30152.54;45342;1060805.49;2;3
FC.B: 00064-00000834;4;14213500045;kw ;19448.11;45342;560935.81;2;3
FC.B: 00064-00000833;1;54213500039;kw ;12017.5;45342;1476381.87;2;3
FC.B: 80001-62087225;4;8332/0-1312-00433594;m3 ;34.81;45342;1786.19;3;3
FACT: 00048-01446073;20;73148370002;kw ;2279.53;45041;29715.88;2;1
FC.B: 00048-01446073;20;73148370002;kw ;2279.53;45012;29715.88;2;1
FACT: 00048-01446103;20;13540580003;kw ;931.04;45041;13201.42;2;1
FC.B: 00048-01446103;20;13540580003;kw ;931.04;45012;13201.42;2;1
FC.B: 00045-01060285;21;34213500037;kw ;37869.04;44995;498911.45;2;1
FC.B: 80001-53754900;21;8336/0-1308-0017260/0;m3 ;307.55;45002;2553.52;3;1
FC.B: 80001-53735915;19;8500/0-09-06-0030831/1;m3 ;0;45002;1017.13;3;1
FACT: 00048-01451577;19;54213500006;kw ;3287.74;45043;42184.23;2;1
FC.B: 00048-01451577;19;54213500006;kw ;3287.74;45016;42184.23;2;1
FACT: 00048-01451580;19;84213500009;kw ;1281.45;45043;17770.85;2;1
FC.B: 00048-01451580;19;84213500009;kw ;1281.45;45016;17770.85;2;1
FACT: 00048-01451578;19;64213500007;kw ;5329.45;45043;67525.41;2;1
FC.B: 00048-01451578;19;64213500007;kw ;5329.45;45016;67525.41;2;1
FACT: 00048-01451579;19;74213500008;kw ;1039.83;45043;14824.26;2;1
FC.B: 00048-01451579;19;74213500008;kw ;1039.83;45016;14824.26;2;1
FACT: 00048-01451576;19;44213500005;kw ;1474.99;45043;20125.99;2;1
FC.B: 00048-01451576;19;44213500005;kw ;1474.99;45016;20125.99;2;1
FC.B: 80001-53735909;19;8500/0-09-06-0030825/6;m3 ;26.84;45002;1161.36;3;1
FC.B: 80001-53735908;19;8500/0-09-06-0030824/4;m3 ;21.45;45002;1132.36;3;1
FC.B: 80001-53736029;20;8500/0-13-09-0035488/8;m3 ;0;45002;1216.05;3;1
FC.B: 80001-53735914;19;8500/0-09-06-0030830/0;m3 ;29.53;45002;1175.71;3;1
FC.B: 80001-53735913;19;8500/0-09-06-0030829/3;m3 ;26.84;45002;1161.54;3;1
FC.B: 80001-53735912;19;8500/0-09-06-0030828/1;m3 ;51;45002;1289.58;3;1
FC.B: 80001-53735911;19;8500/0-09-06-0030827/0;m3 ;45.62;45002;1260.48;3;1
FC.B: 80001-53735910;19;8500/0-09-06-0030826/8;m3 ;77.85;45002;1428.46;3;1
FACT: 00048-01435785;12;33170100001;kw ;2922.15;45012;45735.45;2;2
FC.B: 00048-01435785;12;33170100001;kw ;2922.15;44984;45735.45;2;2
FC.B: 00048-01443935;13;54213500027;kw ;27895.78;44995;526531.48;2;2
FC.B: 00006-10193284;24;67886;kw ;612.26;45012;7177.75;4;4
FC.B: 00006-10140410;24;67886;kw ;612.26;45012;16618.88;4;4
FC.B: 80001-53735975;12;8500/0-9706-00188971;m3 ;45.62;45002;1275.15;3;2
FC.B: 80001-53735972;12;8500/0-0311-00248514;m3 ;150.33;45002;1822.98;3;2
FC.B: 80001-53779612;27;8400/0-1107-0048931/0;m3 ;101.33;45002;1496.49;3;4
FC.B: 80001-53779607;27;8400/0-1107-0048932/1;m3 ;56.85;45002;1290.4;3;4
FC.B: 80001-53779625;27;8400/0-1905-0062792/0;m3 ;0;45002;1013.32;3;4
FC.B: 80001-53779626;27;8400/0-1905-0062793/1;m3 ;7.41;45002;1074.6;3;4
FC.B: 80001-53779624;27;8400/0-1905-0062795/5;m3 ;19.76;45002;1107.93;3;4
FC.B: 80001-53779623;27;8400/0-1905-0062796/7;m3 ;138.42;45002;1662.7;3;4
FC.B: 80001-53779620;27;8400/0-1703-0057812/7;m3 ;140.87;45002;1682.91;3;4
FC.B: 80001-53779621;27;8400/0-1703-0057820/6;m3 ;74.13;45002;1362.36;3;4
FC.B: 80001-53779622;27;8400/0-1703-0057821/8;m3 ;2.45;45002;1041.95;3;4
FC.B: 80001-53779627;27;8400/0-1703-0057822/0;m3 ;163.13;45002;1778.82;3;4
FC.B: 80001-53779613;27;8400/0-1107-0048933/3;m3 ;24.69;45002;1136.42;3;4
FC.B: 80001-53779614;27;8400/0-1107-0048934/5;m3 ;76.61;45002;1380.84;3;4
FC.B: 80001-53779608;27;8400/0-1107-0048935/7;m3 ;22.24;45002;1119.88;3;4
FC.B: 80001-62810534;27;8400/0-1107-0048936/9;m3 ;19.81;45370;1720.25;3;4
FC.B: 80001-53779609;27;8400/0-1107-0048936/9;m3 ;19.76;45002;1108.12;3;4
FC.B: 80001-62810540;27;8400/0-1107-0048940/0;m3 ;19.81;45370;1723.95;3;4
FC.B: 80001-53779615;27;8400/0-1107-0048940/0;m3 ;118.63;45002;1579.27;3;4
FC.B: 80001-53779616;27;8400/0-1107-0048937/1;m3 ;81.79;45002;1405.55;3;4
FC.B: 80001-53779610;27;8400/0-1107-0048938/2;m3 ;118.63;45002;1589.23;3;4
FC.B: 80001-53779604;27;8400/0-1107-0048939/4;m3 ;22.24;45002;1154.46;3;4
FC.B: 80001-53779617;27;8400/0-1107-0048941/2;m3 ;239.74;45002;2164.35;3;4
FC.B: 80001-53779618;27;8400/0-1107-0048942/4;m3 ;0;45002;1012.99;3;4
FC.B: 80001-53779611;27;8400/0-1107-0048943/6;m3 ;135.94;45002;1679.41;3;4
FC.B: 80001-53779619;27;8400/0-1107-0048944/8;m3 ;0;45002;1012.99;3;4
FC.B: 80001-02405073;14;8430/0-02-06-0002739/8;m3 ;97.58;45002;1557.24;3;4
FC.B: 80001-53716812;29;8430/0-1003-0005057/1;m3 ;385.24;45002;2894.15;3;4
FC.B: 80001-53779566;26;8400/0-9406-0002605/8;m3 ;126.04;45002;1624.22;3;4
FC.B: 00006-10168389;22;1020;kw ;89.82;44999;3018.34;4;4
FC.B: 00006-10115632;22;1020;kw ;89.82;44999;6376.99;4;4
FC.B: 80001-53779684;25;8400/0-0904-0043915/2;m3 ;170.55;45002;1943.76;3;4
FC.B: 80001-53779690;24;8400/0-0607-0038324/5;m3 ;212.55;45002;2475.11;3;4
FC.B: 80001-53779565;26;8400/0-9406-0002606/0;m3 ;143.35;45002;1749.17;3;4
FC.B: 00006-10173207;26;12641;kw ;685.63;44999;24645.12;4;4
FC.B: 00006-10120442;26;12641;kw ;685.63;44999;19884;4;4
FC.B: 00006-10197041;23;77572;kw ;17488.63;44999;93355.96;4;4
FC.B: 00006-10144138;23;77572;kw ;17488.63;44999;356801.91;4;4
FC.B: 00006-10198887;25;82013;kw ;527.51;45012;3640.42;4;4
FC.B: 00006-10145978;25;82013;kw ;527.51;45012;38076.93;4;4
FC.B: 00006-10202101;27;86982;kw ;15769.49;44999;145627.19;4;4
FC.B: 00006-10149167;27;86982;kw ;15769.49;44999;192416.24;4;4
FC.B: 00006-10193844;28;69348;kw ;247.94;44999;9946.99;4;4
FC.B: 00006-10140966;28;69348;kw ;247.94;44999;5877.85;4;4
FACT: 00057-00525438;29;64213500041;kw ;2.53;45055;2144.52;2;4
FC.B: 00057-00525438;29;64213500041;kw ;2.53;45019;2144.52;2;4
FACT: 00057-00525436;29;24213500010;kw ;3587.54;45055;47979.25;2;4
FC.B: 00057-00525436;29;24213500010;kw ;3587.54;45019;47979.25;2;4
FACT: 00057-00525437;29;14213500035;kw ;0;45055;2113.4;2;4
FC.B: 00057-00525437;29;14213500035;kw ;0;45019;2113.4;2;4
FC.B: 00006-10205470;27;91884;kw ;0;45012;2293.41;4;4
FC.B: 00006-10152534;27;91884;kw ;0;45012;4264.17;4;4
FACT: 80001-02434673;23;8400/0-1008-0046871/3;m3 ;3519.76;45002;19326.18;3;4
FC.B: 80001-53716828;18;8430/0-1711-0007938/4;m3 ;0;45002;1021.98;3;4
FC.B: 80001-53716827;30;8430/0-1711-0007945/1;m3 ;0;45002;1021.51;3;4
FC.B: 80001-53779600;27;8400/0-1107-0048924/2;m3 ;96.39;45002;1484.78;3;4
FC.B: 80001-53779601;27;8400/0-1107-0048926/6;m3 ;140.87;45002;1694.17;3;4
