Comprobante;Edificio_ID;Nro_Medidor;Medida;Consumo (comprobante);Fecha pago;Importe;Servicio_ID;SEDE_ID
FC.B: 00006-10406143;24;67886;kw ;637.56;45075;7255.22;4;4
FC.B: 00006-10352758;24;67886;kw ;637.56;45075;21489.19;4;4
FC.B: 80001-55248492;12;8500/0-9706-00188971;m3 ;1662.21;45065;12064.58;3;2
FC.B: 80001-55248489;12;8500/0-0311-00248514;m3 ;1488.53;45065;10925.01;3;2
FC.B: 80001-55280001;27;8400/0-1107-0048931/0;m3 ;203.74;45065;2298.04;3;4
FC.B: 80001-55279996;27;8400/0-1107-0048932/1;m3 ;342.87;45065;3145.56;3;4
FC.B: 80001-55280014;27;8400/0-1905-0062792/0;m3 ;0;45065;1042.09;3;4
FC.B: 80001-55280015;27;8400/0-1905-0062793/1;m3 ;0;45065;1043.27;3;4
FC.B: 80001-55280013;27;8400/0-1905-0062795/5;m3 ;32.28;45065;1241.43;3;4
FC.B: 80001-55280012;27;8400/0-1905-0062796/7;m3 ;171.43;45065;2103.48;3;4
FC.B: 80001-55280009;27;8400/0-1703-0057812/7;m3 ;444.75;45065;3776.49;3;4
FC.B: 80001-55280010;27;8400/0-1703-0057820/6;m3 ;452.21;45065;3816.08;3;4
FC.B: 80001-55280011;27;8400/0-1703-0057821/8;m3 ;382.64;45065;3384.26;3;4
FC.B: 80001-55280016;27;8400/0-1703-0057822/0;m3 ;263.37;45065;2668.34;3;4
FC.B: 80001-55280002;27;8400/0-1107-0048933/3;m3 ;178.9;45065;2139.19;3;4
FC.B: 80001-55280003;27;8400/0-1107-0048934/5;m3 ;121.74;45065;1794.04;3;4
FC.B: 80001-55279997;27;8400/0-1107-0048935/7;m3 ;22.34;45065;1180.83;3;4
FC.B: 80001-55279998;27;8400/0-1107-0048936/9;m3 ;86.96;45065;1576.02;3;4
FC.B: 80001-55280004;27;8400/0-1107-0048940/0;m3 ;288.22;45065;2816.6;3;4
FC.B: 80001-55280005;27;8400/0-1107-0048937/1;m3 ;111.8;45065;1733.69;3;4
FC.B: 80001-55279999;27;8400/0-1107-0048938/2;m3 ;49.69;45065;1357.09;3;4
FC.B: 80001-55279993;27;8400/0-1107-0048939/4;m3 ;166.47;45065;2063.54;3;4
FC.B: 80001-55280006;27;8400/0-1107-0048941/2;m3 ;484.5;45065;4028.85;3;4
FC.B: 80001-55280007;27;8400/0-1107-0048942/4;m3 ;0;45065;1042.08;3;4
FC.B: 80001-55280000;27;8400/0-1107-0048943/6;m3 ;350.33;45065;3198.62;3;4
FC.B: 80001-55280008;27;8400/0-1107-0048944/8;m3 ;0;45065;1042.08;3;4
FC.B: 80001-02488705;14;8430/0-02-06-0002739/8;m3 ;984.52;45065;7345.6;3;4
FC.B: 80001-55281634;29;8430/0-1003-0005057/1;m3 ;3785.23;45065;23905.68;3;4
FC.B: 80001-55279953;26;8400/0-9406-0002605/8;m3 ;608.74;45065;4778.97;3;4
FC.B: 00006-10381911;22;1020;kw ;371.91;45058;3157.82;4;4
FC.B: 00006-10328373;22;1020;kw ;371.91;45058;12621.06;4;4
FC.B: 80001-55280071;25;8400/0-0904-0043915/2;m3 ;1354.16;45065;9346.8;3;4
FC.B: 80001-56912666;24;8400/0-0607-0038324/5;m3 ;1040.18;45147;1050.64;3;4
FC.B: 80001-56912664;24;8400/0-0607-0038324/5;m3 ;747.89;45147;728.89;3;4
FC.B: 80001-55280077;24;8400/0-0607-0038324/5;m3 ;665.9;45065;6090.51;3;4
FC.B: 80001-55279952;26;8400/0-9406-0002606/0;m3 ;2347.89;45065;15425.3;3;4
FC.B: 00006-10386708;26;12641;kw ;2129;45058;25489.58;4;4
FC.B: 00006-10333143;26;12641;kw ;2129;45058;54773.35;4;4
FC.B: 00006-10409799;23;77572;kw ;20969.91;45058;95521.28;4;4
FC.B: 00006-10356431;23;77572;kw ;20969.91;45058;476875.3;4;4
FC.B: 00006-10411625;25;82013;kw ;1974.67;45075;3966.18;4;4
FC.B: 00006-10358264;25;82013;kw ;1974.67;45075;54648.51;4;4
FC.B: 00006-10414754;27;86982;kw ;13734.11;45058;146293.09;4;4
FC.B: 00006-10361426;27;86982;kw ;13734.11;45058;237824.52;4;4
FC.B: 00006-10406689;28;69348;kw ;1869.67;45058;10990.52;4;4
FC.B: 00006-10353319;28;69348;kw ;1869.67;45058;47079.3;4;4
FACT: 00057-00532237;29;74213500042;kw ;422.51;45098;7287.32;2;4
FC.B: 00057-00532237;29;74213500042;kw ;422.51;45055;7287.32;2;4
FACT: 00047-06994255;23;47-005286-000-01;m3 ;382.03;45098;20925.43;7;4
FC.C: 00047-06994255;23;47-005286-000-01;m3 ;382.03;45055;20925.46;7;4
FACT: 00049-06940749;26;47-005029-000-01;m3 ;0;45098;16574.58;7;4
FC.C: 00049-06940749;26;47-005029-000-01;m3 ;0;45055;16574.58;7;4
FACT: 00033-01327365;29;33-010803-001-00;m3 ;327.64;45098;28568.68;7;4
FC.C: 00033-01327365;29;33-010803-001-00;m3 ;327.64;45055;28568.68;7;4
FACT: 00047-06991102;25;47-000042-005-01;m3 ;98.67;45098;4193.86;7;4
FC.C: 00047-06991102;25;47-000042-005-01;m3 ;98.67;45055;4193.87;7;4
FACT: 00047-06974950;24;47-000444-001-00;m3 ;27.83;45098;907.8;7;4
FC.C: 00047-06974950;24;47-000444-001-00;m3 ;27.83;45055;907.82;7;4
FACT: 00033-01322385;14;33-043912-000-00;m3 ;0;45098;1634.04;7;4
FC.C: 00033-01322835;14;33-043912-000-00;m3 ;0;45055;1634.07;7;4
FC.B: 00006-10418024;27;91884;kw ;0;45075;2295.31;4;4
FC.B: 00006-10364751;27;91884;kw ;0;45075;4957.84;4;4
FC.B: 80001-02487475;23;8400/0-1008-0046871/3;m3 ;6194.38;45065;42209.54;3;4
FC.B: 80001-55281649;18;8430/0-1711-0007938/4;m3 ;145.07;45065;1926.85;3;4
FC.B: 80001-55281648;30;8430/0-1711-0007945/1;m3 ;0;45065;1050.04;3;4
FC.B: 80001-55279989;27;8400/0-1107-0048924/2;m3 ;288.22;45065;2814.8;3;4
FC.B: 80001-55279990;27;8400/0-1107-0048926/6;m3 ;337.91;45065;3122.86;3;4
FC.B: 80001-55279994;27;8400/0-1107-0048927/8;m3 ;419.9;45065;3630.66;3;4
FC.B: 80001-55279995;27;8400/0-1107-0048928/0;m3 ;178.9;45065;2138.89;3;4
FC.B: 80001-55279991;27;8400/0-1107-0048929/1;m3 ;0;45065;1042.09;3;4
FC.B: 80001-55279992;27;8400/0-1107-0048930/8;m3 ;89.44;45065;1590.98;3;4
FC.B: 80001-55293226;4;8332/0-1312-00433673;m3 ;523.81;45065;4345.82;3;3
FC.B: 80001-55293223;4;8332/0-1312-00433648;m3 ;723.25;45065;5619.11;3;3
FC.B: 80001-55293277;2;8332/0-0905-00364852;m3 ;1044.99;45065;7662;3;3
FC.B: 80001-55293850;7;8336/0-1003-00147184;m3 ;804.92;45065;6190.32;3;3
FC.B: 80001-02502284;6;8336/0-0904-00141582;m3 ;580.28;45065;4981.47;3;3
FC.B: 80001-55294113;8;8360/0-1411-00058816;m3 ;330.09;45065;3140.05;3;3
FC.B: 80001-55248622;13;8500/0-1305-00351409;m3 ;3842.26;45065;26429.96;3;2
FC.B: 80001-55293225;4;8332/0-1312-00433685;m3 ;654.11;45065;5173.54;3;3
FACT: 00004-01365780;10;40-906250-003-00;m3 ;384.56;45098;19215.65;7;3
FC.C: 00004-01365780;10;40-906250-003-00;m3 ;384.56;45055;19215.67;7;3
FACT: 00020-02096802;9;20-008273-000-00;m3 ;1191.63;45098;121564.69;7;3
FC.B: 00020-02096802;9;20-008273-000-00;m3 ;1191.63;45055;121564.69;7;3
FC.B: 00061-00000303;8;54213500040;kw ;18570.2;45058;496794.21;2;3
FC.B: 00061-00000164;9;74213500029;kw ;44525.47;45058;665216.79;2;3
FC.B: 00061-00000186;4;14213500045;kw ;6211.15;45058;127715.09;2;3
FC.B: 00061-00000185;1;54213500039;kw ;33378.29;45058;718792.87;2;3
FC.B: 80001-55293224;4;8332/0-1312-00433594;m3 ;436.07;45065;3796.79;3;3
FC.B: 00065-00000519;21;34213500037;kw ;17401.34;45425;2647179.21;2;1
FC.B: 80001-64469050;21;8336/0-1308-0017260/0;m3 ;1139.61;45436;89356.58;3;1
FC.B: 80001-64432360;19;8500/0-09-06-0030831/1;m3 ;118.68;45436;21851.6;3;1
FC.B: 80001-64432354;19;8500/0-09-06-0030825/6;m3 ;164.53;45436;25334.6;3;1
FC.B: 80001-64432353;19;8500/0-09-06-0030824/4;m3 ;377.7;45436;41488.11;3;1
FC.B: 80001-64432462;20;8500/0-13-09-0035488/8;m3 ;1281.27;45436;109994.24;3;1
FC.B: 80001-64432359;19;8500/0-09-06-0030830/0;m3 ;78.2;45436;18791.7;3;1
FC.B: 80001-64432358;19;8500/0-09-06-0030829/3;m3 ;183.4;45436;26766.72;3;1
FC.B: 80001-64432357;19;8500/0-09-06-0030828/1;m3 ;426.18;45436;45174.8;3;1
FC.B: 80001-64432356;19;8500/0-09-06-0030827/0;m3 ;113.27;45436;21448.49;3;1
FC.B: 80001-64432355;19;8500/0-09-06-0030826/8;m3 ;91.69;45436;19812.12;3;1
FC.B: 00068-00001539;13;54213500027;kw ;33077.22;45425;5341661.32;2;2
FC.B: 00006-11695480;24;67886;kw ;628.71;45439;32095.74;4;4
FC.B: 00006-11642172;24;67886;kw ;628.71;45439;103906.06;4;4
FC.B: 80001-64432414;12;8500/0-9706-00188971;m3 ;3409.53;45436;270661.05;3;2
FC.B: 80001-64432411;12;8500/0-0311-00248514;m3 ;1475.47;45436;124748.88;3;2
FC.B: 80001-64442407;27;8400/0-1107-0048931/0;m3 ;220.31;45436;27710.22;3;4
FC.B: 80001-64442402;27;8400/0-1107-0048932/1;m3 ;159.11;45436;23569.81;3;4
FC.B: 80001-64442420;27;8400/0-1905-0062792/0;m3 ;178.69;45436;24895.39;3;4
FC.B: 80001-64442421;27;8400/0-1905-0062793/1;m3 ;129.74;45436;21583.23;3;4
FC.B: 80001-64442419;27;8400/0-1905-0062795/5;m3 ;342.74;45436;35986;3;4
FC.B: 80001-64442418;27;8400/0-1905-0062796/7;m3 ;122.4;45436;21085.85;3;4
FC.B: 80001-64442415;27;8400/0-1703-0057812/7;m3 ;154.23;45436;23238.79;3;4
FC.B: 80001-64442416;27;8400/0-1703-0057820/6;m3 ;310.91;45436;33849.36;3;4
FC.B: 80001-64442417;27;8400/0-1703-0057821/8;m3 ;188.49;45436;25552.53;3;4
FC.B: 80001-64442422;27;8400/0-1703-0057822/0;m3 ;232.56;45436;28537.24;3;4
FC.B: 80001-64442408;27;8400/0-1107-0048933/3;m3 ;161.57;45436;23735.81;3;4
FC.B: 80001-64442409;27;8400/0-1107-0048934/5;m3 ;215.43;45436;27392.92;3;4
FC.B: 80001-64442403;27;8400/0-1107-0048935/7;m3 ;56.29;45436;16615.57;3;4
FC.B: 80001-64442404;27;8400/0-1107-0048936/9;m3 ;124.86;45436;21252.58;3;4
FC.B: 80001-64442410;27;8400/0-1107-0048940/0;m3 ;274.18;45436;31352.42;3;4
FC.B: 80001-64442411;27;8400/0-1107-0048937/1;m3 ;119.95;45436;20920.74;3;4
FC.B: 80001-64442405;27;8400/0-1107-0048938/2;m3 ;203.18;45436;26551.11;3;4
FC.B: 80001-64442399;27;8400/0-1107-0048939/4;m3 ;161.57;45436;23735.92;3;4
FC.B: 80001-64442412;27;8400/0-1107-0048941/2;m3 ;815.24;45436;67959.37;3;4
FC.B: 80001-64442413;27;8400/0-1107-0048942/4;m3 ;0;45436;12803.79;3;4
FC.B: 80001-64442406;27;8400/0-1107-0048943/6;m3 ;237.47;45436;28877;3;4
FC.B: 80001-64442414;27;8400/0-1107-0048944/8;m3 ;0;45436;12803.79;3;4
FC.B: 80001-02900217;14;8430/0-02-06-0002739/8;m3 ;1321.98;45436;105838.4;3;4
FC.B: 80001-64444140;29;8430/0-1003-0005057/1;m3 ;3230.66;45436;228044.82;3;4
FC.B: 80001-64442352;26;8400/0-9406-0002605/8;m3 ;624.28;45436;55042.79;3;4
FC.B: 00006-11671088;22;1020;kw ;292.22;45425;11405.57;4;4
FC.B: 00006-11618889;22;1020;kw ;292.22;45425;53022.51;4;4
FC.B: 80001-64442486;25;8400/0-0904-0043915/2;m3 ;2666.09;45436;193084.73;3;4
FC.B: 80001-64442491;24;8400/0-0607-0038324/5;m3 ;932.76;45436;90645.98;3;4
FC.B: 80001-64442351;26;8400/0-9406-0002606/0;m3 ;2443.3;45436;178069.86;3;4
FC.B: 00006-11675844;26;12641;kw ;1579.99;45425;94222.33;4;4
FC.B: 00006-11699110;23;77572;kw ;19607.5;45425;339953.17;4;4
FC.B: 00006-11645657;23;77572;kw ;19607.5;45425;2648835.47;4;4
FC.B: 00006-11700958;25;82013;kw ;1547.1;45439;11024.6;4;4
FC.B: 00006-11647408;25;82013;kw ;1547.1;45439;240265.44;4;4
FC.B: 00006-11704037;27;86982;kw ;12790.42;45425;531197.05;4;4
FC.B: 00006-11650376;27;86982;kw ;12790.42;45425;1250406.9;4;4
FC.B: 00006-11623409;28;69348;kw ;1579.99;45425;235625;4;4
FC.B: 00006-11696016;28;69348;kw ;2828.54;45425;39798.31;4;4
FC.B: 00006-11642686;28;69348;kw ;2828.54;45425;393951.64;4;4
FACT: 00047-07808009;23;47-005286-000-01;m3 ;158.13;45448;35169.65;7;4
FC.B: 00047-07808009;23;47-005286-000-01;m3 ;158.13;45422;35169.67;7;4
FC.B: 00006-11707289;27;91884;kw ;156.86;45439;8112.77;4;4
FC.B: 00006-11653511;27;91884;kw ;156.86;45439;34536.63;4;4
FC.B: 80001-02898866;23;8400/0-1008-0046871/3;m3 ;7205.06;45436;537282.81;3;4
FC.B: 80001-64444162;18;8430/0-1711-0007938/4;m3 ;153.82;45436;22936.99;3;4
FC.B: 80001-64444161;30;8430/0-1711-0007945/1;m3 ;0;45436;12660.99;3;4
FC.B: 80001-64442395;27;8400/0-1107-0048924/2;m3 ;509.21;45436;47277.48;3;4
FC.B: 80001-64442396;27;8400/0-1107-0048926/6;m3 ;242.35;45436;29199.03;3;4
FC.B: 80001-64442400;27;8400/0-1107-0048927/8;m3 ;379.45;45436;38473.04;3;4
FC.B: 80001-64442401;27;8400/0-1107-0048928/0;m3 ;359.87;45436;37147.87;3;4
FC.B: 80001-64442397;27;8400/0-1107-0048929/1;m3 ;88.12;45436;18764.04;3;4
FC.B: 80001-64442398;27;8400/0-1107-0048930/8;m3 ;107.7;45436;20091.74;3;4
FC.B: 80001-64468420;4;8332/0-1312-00433673;m3 ;86.93;45436;18316.95;3;3
FC.B: 80001-64468417;4;8332/0-1312-00433648;m3 ;89.66;45436;18509.52;3;3
FC.B: 80001-64468473;2;8332/0-0905-00364852;m3 ;1532.6;45436;114862.53;3;3
FC.B: 80001-64469066;7;8336/0-1003-00147184;m3 ;256.87;45436;29906.29;3;3
FC.B: 80001-02915919;6;8336/0-0904-00141582;m3 ;839;45436;72401.09;3;3
FC.B: 80001-64469327;8;8360/0-1411-00058816;m3 ;325.41;45436;34289.43;3;3
FC.B: 80001-64432533;13;8500/0-1305-00351409;m3 ;330.24;45436;37891.38;3;2
FC.B: 80001-64468419;4;8332/0-1312-00433685;m3 ;217.38;45436;27034.68;3;3
FC.B: 00066-00000345;8;54213500040;kw ;21090.08;45425;3177841.73;2;3
FC.B: 00063-00000231;9;74213500029;kw ;42681.1;45425;3749810.93;2;3
FC.B: 00064-00001031;4;14213500045;kw ;7658.31;45425;1027893.15;2;3
FC.B: 00044-02501662;1;54213500039;kw ;18491.77;45429;4119286.04;2;3
FC.B: 80001-64468418;4;8332/0-1312-00433594;m3 ;195.64;45436;25582.01;3;3
FC.B: 00065-00000016;21;34213500037;kw ;17973.12;45098;531703.21;2;1
FC.B: 80001-56088630;21;8336/0-1308-0017260/0;m3 ;1481.42;45100;11461.98;3;1
FC.B: 80001-56074584;19;8500/0-09-06-0030831/1;m3 ;124.55;45100;2491.62;3;1
FC.B: 80001-56074578;19;8500/0-09-06-0030825/6;m3 ;584.91;45100;5936.35;3;1
FC.B: 80001-56074577;19;8500/0-09-06-0030824/4;m3 ;693.22;45100;6746.57;3;1
FC.B: 80001-56074697;20;8500/0-13-09-0035488/8;m3 ;3523.08;45100;33217.92;3;1
FC.B: 00001-06438679;19;01-000555-000-01;m3 ;0;45098;3267.15;7;1
FACT: 00001-06438679;19;01-000555-000-01;m3 ;0;45121;3267.12;7;1
FC.B: 00001-06438391;20;01-000041-000-01;m3 ;22.77;45098;1634.07;7;1
FACT: 00001-06438391;20;01-000041-000-01;m3 ;22.77;45121;1634.04;7;1
FC.B: 80001-56074583;19;8500/0-09-06-0030830/0;m3 ;205.79;45100;3101.13;3;1
FC.B: 80001-56074582;19;8500/0-09-06-0030829/3;m3 ;295.15;45100;3769.36;3;1
FC.B: 80001-56074581;19;8500/0-09-06-0030828/1;m3 ;593.03;45100;6000.67;3;1
FC.B: 80001-56060388;19;8500/0-09-06-0030828/1;m3 ;398.35;45100;4110.81;3;1
FC.B: 80001-56074580;19;8500/0-09-06-0030827/0;m3 ;157.04;45100;2736.63;3;1
FC.B: 80001-56074579;19;8500/0-09-06-0030826/8;m3 ;324.95;45100;3992.29;3;1
FC.B: 00001-06449644;13;01-015175-000-00;m3 ;378.24;45098;3643.3;7;2
FACT: 00001-06449644;13;01-015175-000-00;m3 ;378.24;45121;3643.27;7;2
FC.B: 00064-00000119;13;54213500027;kw ;51482.97;45098;1119666.9;2;2
FC.B: 00006-10512379;24;67886;kw ;694.49;45104;8214.51;4;4
FC.B: 00067-10458952;24;67886;kw ;693.22;45104;24038.6;4;4
FC.B: 80001-56074642;12;8500/0-9706-00188971;m3 ;7181.58;45100;54864.29;3;2
FC.B: 80001-56074639;12;8500/0-0311-00248514;m3 ;3008.57;45100;24028.64;3;2
FC.B: 80001-56060378;27;8400/0-1107-0048931/0;m3 ;361.46;45100;3876.2;3;4
FC.B: 80001-56060373;27;8400/0-1107-0048932/1;m3 ;349.17;45100;3805.5;3;4
FC.B: 80001-56060391;27;8400/0-1905-0062792/0;m3 ;334.42;45100;3700.51;3;4
FC.B: 80001-56060392;27;8400/0-1905-0062793/1;m3 ;122.93;45100;2343.39;3;4
FC.B: 80001-56060390;27;8400/0-1905-0062795/5;m3 ;302.46;45100;3496.71;3;4
FC.B: 80001-56060389;27;8400/0-1905-0062796/7;m3 ;336.87;45100;3723.73;3;4
FC.B: 80001-56060386;27;8400/0-1703-0057812/7;m3 ;506.56;45100;4818.13;3;4
FC.B: 80001-56060387;27;8400/0-1703-0057820/6;m3 ;634.42;45100;5647.74;3;4
FC.B: 80001-56060393;27;8400/0-1703-0057822/0;m3 ;528.69;45100;4950.06;3;4
FC.B: 80001-56060379;27;8400/0-1107-0048933/3;m3 ;162.27;45100;2596.73;3;4
FC.B: 80001-56060380;27;8400/0-1107-0048934/5;m3 ;206.55;45100;2883.41;3;4
FC.B: 80001-56060374;27;8400/0-1107-0048935/7;m3 ;199.16;45100;2833.43;3;4
FC.B: 80001-56060375;27;8400/0-1107-0048936/9;m3 ;194.25;45100;2801.91;3;4
FC.B: 80001-56060381;27;8400/0-1107-0048940/0;m3 ;418.03;45100;4244.97;3;4
FC.B: 80001-56060382;27;8400/0-1107-0048937/1;m3 ;218.85;45100;2963.12;3;4
FC.B: 80001-56060376;27;8400/0-1107-0048938/2;m3 ;100.8;45100;2201.92;3;4
FC.B: 80001-56060370;27;8400/0-1107-0048939/4;m3 ;314.76;45100;3575.92;3;4
FC.B: 80001-56060383;27;8400/0-1107-0048941/2;m3 ;981.16;45100;7865.16;3;4
FC.B: 80001-56060384;27;8400/0-1107-0048942/4;m3 ;0;45100;1554.44;3;4
FC.B: 80001-56060377;27;8400/0-1107-0048943/6;m3 ;722.95;45100;6204.41;3;4
FC.B: 80001-56060385;27;8400/0-1107-0048944/8;m3 ;0;45100;1554.44;3;4
FC.B: 80001-02513007;14;8430/0-02-06-0002739/8;m3 ;1789.39;45100;13531.44;3;4
FC.B: 80001-56062015;29;8430/0-1003-0005057/1;m3 ;5856.24;45100;38476.2;3;4
FC.B: 80001-56060330;26;8400/0-9406-0002605/8;m3 ;784.43;45100;6602.18;3;4
FC.B: 00006-10488140;22;1020;kw ;350.41;45099;3476.01;4;4
FC.B: 00006-10434508;22;1020;kw ;350.41;45099;13217.75;4;4
FC.B: 80001-56060450;25;8400/0-0904-0043915/2;m3 ;1950.05;45100;14101.31;3;4
FC.B: 80001-56060456;24;8400/0-0607-0038324/5;m3 ;919.68;45100;8866.43;3;4
FC.B: 80001-56060329;26;8400/0-9406-0002606/0;m3 ;2776.3;45100;19374.12;3;4
FC.B: 00006-10492910;26;12641;kw ;2320.01;45099;28359.51;4;4
FC.B: 00006-10439276;26;12641;kw ;2320.01;45099;66343.58;4;4
FC.B: 00006-10516030;23;77572;kw ;23009.09;45099;105897.94;4;4
FC.B: 00006-10462636;23;77572;kw ;23009.09;45099;604919.23;4;4
FC.B: 00006-10517861;25;82013;kw ;2321.28;45104;4113.52;4;4
FC.B: 00006-10464487;25;82013;kw ;2321.28;45104;68357.33;4;4
FC.B: 00006-10520964;27;86982;kw ;14317.27;45099;161970.13;4;4
FC.B: 00006-10467627;27;86982;kw ;14317.27;45099;280128.09;4;4
FC.B: 00006-10512935;28;69348;kw ;2956.31;45099;12487.26;4;4
FC.B: 00006-10459519;28;69348;kw ;2956.31;45099;82777.29;4;4
FC.B: 00057-00536055;29;64213500041;kw ;2.53;45098;2627.85;2;4
FACT: 00057-00536055;29;64213500041;kw ;2.53;45111;2627.85;2;4
FC.B: 00057-00536053;29;24213500010;kw ;6593.18;45098;96390.53;2;4
FACT: 00057-00536053;29;24213500010;kw ;6593.18;45111;96390.53;2;4
FC.B: 00057-00536054;29;14213500035;kw ;0;45098;2592.4;2;4
FACT: 00057-00536054;29;14213500035;kw ;0;45111;2592.4;2;4
FC.B: 00006-10524240;27;91884;kw ;0;45104;2455.29;4;4
FC.B: 00006-10470963;27;91884;kw ;0;45104;5152.78;4;4
FC.B: 80001-02511750;23;8400/0-1008-0046871/3;m3 ;9674.04;45100;68378.12;3;4
FC.B: 80001-56062029;18;8430/0-1711-0007938/4;m3 ;400.22;45100;4092.26;3;4
FC.B: 80001-56062028;30;8430/0-1711-0007945/1;m3 ;0;45100;1555.55;3;4
FC.B: 80001-56060366;27;8400/0-1107-0048924/2;m3 ;437.72;45100;4375.56;3;4
FC.B: 80001-56060367;27;8400/0-1107-0048926/6;m3 ;339.35;45100;3739.54;3;4
FC.B: 80001-56060371;27;8400/0-1107-0048927/8;m3 ;558.19;45100;5146.08;3;4
FC.B: 80001-56060372;27;8400/0-1107-0048928/0;m3 ;390.99;45100;4067.48;3;4
FC.B: 80001-56060368;27;8400/0-1107-0048929/1;m3 ;0;45100;1554.44;3;4
FC.B: 80001-56060369;27;8400/0-1107-0048930/8;m3 ;410.64;45100;4190.47;3;4
FC.B: 80001-56091075;4;8332/0-1312-00433673;m3 ;1220.88;45100;9627.36;3;3
FC.B: 80001-56091072;4;8332/0-1312-00433648;m3 ;1568.55;45100;11938.93;3;3
FC.B: 80001-56091125;2;8332/0-0905-00364852;m3 ;1897.65;45100;14127.39;3;3
FC.B: 80001-56088649;7;8336/0-1003-00147184;m3 ;2527.75;45100;18451.45;3;3
FC.B: 80001-02532977;6;8336/0-0904-00141582;m3 ;1473.4;45100;11942.24;3;3
FC.B: 80001-56088909;8;8360/0-1411-00058816;m3 ;399.49;45100;4185.71;3;3
FC.B: 80001-56074769;13;8500/0-1305-00351409;m3 ;9775.39;45100;74047.09;3;2
FC.B: 80001-56091074;4;8332/0-1312-00433685;m3 ;1390.72;45100;10755.23;3;3
FC.B: 00018-07376256;2;19-000280-001-00;m3 ;218.85;45098;17064.72;7;3
FACT: 00018-07376256;2;19-000280-001-00;m3 ;218.85;45121;17064.69;7;3
FC.B: 00018-07381074;1;19-020001-000-00;m3 ;254.27;45098;22443.27;7;3
FACT: 00018-07381074;1;19-020001-000-00;m3 ;254.27;45121;22443.24;7;3
FC.B: 00046-00768569;10;44213500012;kw ;588.23;45098;27454.22;2;3
FACT: 00046-00768569;10;44213500012;kw ;588.23;45121;27454.22;2;3
FC.B: 00066-00000011;8;54213500040;kw ;27354.36;45098;684271.64;2;3
FC.B: 00063-00000017;9;74213500029;kw ;58832.62;45098;1188683.45;2;3
FC.B: 00064-00000019;4;14213500045;kw ;6985.33;45098;142006.76;2;3
FC.B: 00064-00000018;1;54213500039;kw ;56985.72;45098;1108851.94;2;3
FC.B: 80001-56091073;4;8332/0-1312-00433594;m3 ;1098.78;45100;8819.72;3;3
FC.B: 00065-00000565;21;34213500037;kw ;16437.41;45456;2711596.11;2;1
FC.B: 80001-65118116;21;8336/0-1308-0017260/0;m3 ;365325.6;45468;197824.53;3;1
FC.B: 80001-65108064;19;8500/0-09-06-0030831/1;m3 ;731.14;45468;72643.92;3;1
FC.B: 80001-65108058;19;8500/0-09-06-0030825/6;m3 ;763.4;45468;75234.95;3;1
FC.B: 80001-65108057;19;8500/0-09-06-0030824/4;m3 ;935.44;45468;89114.23;3;1
FC.B: 80001-65108172;20;8500/0-13-09-0035488/8;m3 ;3475.71;45468;293328.45;3;1
FC.B: 80001-65108063;19;8500/0-09-06-0030830/0;m3 ;540.31;45468;57250.2;3;1
FC.B: 80001-65108062;19;8500/0-09-06-0030829/3;m3 ;551.06;45468;58117.5;3;1
FC.B: 80001-65108061;19;8500/0-09-06-0030828/1;m3 ;1344.04;45468;122058.74;3;1
FC.B: 80001-65108060;19;8500/0-09-06-0030827/0;m3 ;448.9;45468;49872.06;3;1
FC.B: 80001-65108059;19;8500/0-09-06-0030826/8;m3 ;362.88;45468;42923.28;3;1
FC.B: 00068-00001666;13;54213500027;kw ;53787.8;45456;6274556.74;2;2
FC.B: 00006-11804307;24;67886;kw ;648.95;45470;45592.08;4;4
FC.B: 00006-11750665;24;67886;kw ;648.95;45470;126433.83;4;4
FC.B: 80001-65108121;12;8500/0-9706-00188971;m3 ;8330.43;45468;680976.61;3;2
FC.B: 80001-65108118;12;8500/0-0311-00248514;m3 ;4550.96;45468;379171.04;3;2
FC.B: 80001-65167147;27;8400/0-1107-0048931/0;m3 ;518.6;45468;51005.15;3;4
FC.B: 80001-65167142;27;8400/0-1107-0048932/1;m3 ;459.6;45468;46758.99;3;4
FC.B: 80001-65167160;27;8400/0-1905-0062792/0;m3 ;194.15;45468;27625.72;3;4
FC.B: 80001-65167161;27;8400/0-1905-0062793/1;m3 ;523.51;45468;51341.96;3;4
FC.B: 80001-65167159;27;8400/0-1905-0062795/5;m3 ;412.92;45468;43362.57;3;4
FC.B: 80001-65167158;27;8400/0-1905-0062796/7;m3 ;412.92;45468;43383.82;3;4
FC.B: 80001-65167155;27;8400/0-1703-0057812/7;m3 ;491.55;45468;49068.28;3;4
FC.B: 80001-65167156;27;8400/0-1703-0057820/6;m3 ;811.09;45468;72097.47;3;4
FC.B: 80001-65167157;27;8400/0-1703-0057821/8;m3 ;474.35;45468;47803.7;3;4
FC.B: 80001-65167162;27;8400/0-1703-0057822/0;m3 ;580.05;45468;55435.97;3;4
FC.B: 80001-65167148;27;8400/0-1107-0048933/3;m3 ;407.99;45468;43021.21;3;4
FC.B: 80001-65167149;27;8400/0-1107-0048934/5;m3 ;132.72;45468;23203.66;3;4
FC.B: 80001-65167143;27;8400/0-1107-0048935/7;m3 ;122.88;45468;22488.26;3;4
FC.B: 80001-65167144;27;8400/0-1107-0048936/9;m3 ;435.03;45468;44967.74;3;4
FC.B: 80001-65167150;27;8400/0-1107-0048940/0;m3 ;373.58;45468;40565.45;3;4
